word,letter,category,precision_level,etymology_summary,content,somatic_integration,temporal_translation,cultural_bridge,filepath,last_updated,hash_value
ANTICIPATION,A,Excitement/Future-Focus,HIGH,"**Category**: Excitement/Future-Focus  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T16:27:20.597529,e2b4fd122516e944
ANTSY,A,Restlessness/Impatience,MEDIUM,"**Category**: Restlessness/Impatience  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: YES  
**Cultural Bridge Integration**: RECOMMENDED",,YES,YES,RECOMMENDED,,2025-11-13T16:27:20.597529,9281db64d003d07d
ANTSY,A,Restlessness/Impatience,MEDIUM,"**Category**: Restlessness/Impatience  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: YES  
**Cultural Bridge Integration**: RECOMMENDED",,YES,YES,RECOMMENDED,,2025-11-13T16:27:20.597529,9281db64d003d07d
ANXIETY,A,Fear/Anxiety,CRITICAL,"**Category**: Fear/Anxiety  
**Precision Level**: CRITICAL  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: YES  
**Cultural Bridge Integration**: REQUIRED",,YES,YES,REQUIRED,,2025-11-13T16:27:20.597529,8161f57533e89b9c
ANXIETY,A,Fear/Anxiety,CRITICAL,"**Category**: Fear/Anxiety  
**Precision Level**: CRITICAL  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: YES  
**Cultural Bridge Integration**: REQUIRED",,YES,YES,REQUIRED,,2025-11-13T16:27:20.597529,8161f57533e89b9c
ANXIETY-FREE,A,Freedom/Relief,LOW,"**Category**: Freedom/Relief  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",,YES,NO,MINIMAL,,2025-11-13T16:27:20.597529,b7c9c3bb75af46b0
ANXIETY-FREE,A,Freedom/Relief,LOW,"**Category**: Freedom/Relief  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",,YES,NO,MINIMAL,,2025-11-13T16:27:20.597529,b7c9c3bb75af46b0
ANXIOUS,A,Anxiety/Apprehension,CRITICAL,"**Category**: Anxiety/Apprehension  
**Precision Level**: CRITICAL  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T16:27:20.597529,bb97bc3b9dcef263
ANXIOUS,A,Anxiety/Apprehension,CRITICAL,"**Category**: Anxiety/Apprehension  
**Precision Level**: CRITICAL  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T16:27:20.597529,bb97bc3b9dcef263
APATHETIC,A,Numbness/Disconnection,HIGH,"**Category**: Numbness/Disconnection  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T16:27:20.597529,0ecb7dd4f7603112
APATHETIC,A,Numbness/Disconnection,HIGH,"**Category**: Numbness/Disconnection  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T16:27:20.597529,0ecb7dd4f7603112
APATHY,A,Numbness/Disconnection,HIGH,"**Category**: Numbness/Disconnection  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: YES  
**Cultural Bridge Integration**: REQUIRED",,YES,YES,REQUIRED,,2025-11-13T16:27:20.597529,a17c8b7a571420e0
APATHY,A,Numbness/Disconnection,HIGH,"**Category**: Numbness/Disconnection  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: YES  
**Cultural Bridge Integration**: REQUIRED",,YES,YES,REQUIRED,,2025-11-13T16:27:20.597529,a17c8b7a571420e0
APOLOGETIC,A,Regret/Contrition,MEDIUM,"**Category**: Regret/Contrition  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T16:27:20.597529,18319cd9c34cced0
APOLOGETIC,A,Regret/Contrition,MEDIUM,"**Category**: Regret/Contrition  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T16:27:20.597529,18319cd9c34cced0
APPALLED,A,Shock/Disgust,HIGH,"**Category**: Shock/Disgust  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T16:27:20.597529,07268ae2919f123b
APPALLED,A,Shock/Disgust,HIGH,"**Category**: Shock/Disgust  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T16:27:20.597529,07268ae2919f123b
APPRECIATIVE,A,Gratitude/Recognition,LOW,"**Category**: Gratitude/Recognition  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",,YES,NO,MINIMAL,,2025-11-13T16:27:20.597529,986b955f682644a0
APPRECIATIVE,A,Gratitude/Recognition,LOW,"**Category**: Gratitude/Recognition  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",,YES,NO,MINIMAL,,2025-11-13T16:27:20.597529,986b955f682644a0
APPREHENSION,A,Fear/Anxiety,MEDIUM,"**Category**: Fear/Anxiety  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T16:27:20.597529,b0db718a4234b2a9
APPREHENSION,A,Fear/Anxiety,MEDIUM,"**Category**: Fear/Anxiety  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T16:27:20.597529,b0db718a4234b2a9
APPREHENSIVE,A,Fear/Anxiety,MEDIUM,"**Category**: Fear/Anxiety  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T16:27:20.597529,0d3b3b971152ebde
APPREHENSIVE,A,Fear/Anxiety,MEDIUM,"**Category**: Fear/Anxiety  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T16:27:20.597529,0d3b3b971152ebde
ARDENT,A,Passion/Fervor,MEDIUM,"**Category**: Passion/Fervor  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T16:27:20.597529,6d1f1dbdd3a56deb
ARDENT,A,Passion/Fervor,MEDIUM,"**Category**: Passion/Fervor  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T16:27:20.597529,6d1f1dbdd3a56deb
AROUSED,A,Activation/Excitement,MEDIUM,"**Category**: Activation/Excitement  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T16:27:20.597529,f974562f40127ce7
AROUSED,A,Activation/Excitement,MEDIUM,"**Category**: Activation/Excitement  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T16:27:20.597529,f974562f40127ce7
ASHAMED,A,Shame/Guilt,CRITICAL,"**Category**: Shame/Guilt  
**Precision Level**: CRITICAL  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: YES  
**Cultural Bridge Integration**: REQUIRED",,YES,YES,REQUIRED,,2025-11-13T16:27:20.597529,10e4b27e754d2a8e
ASHAMED,A,Shame/Guilt,CRITICAL,"**Category**: Shame/Guilt  
**Precision Level**: CRITICAL  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: YES  
**Cultural Bridge Integration**: REQUIRED",,YES,YES,REQUIRED,,2025-11-13T16:27:20.597529,10e4b27e754d2a8e
ASSERTIVE,A,Confidence/Authority,LOW,"**Category**: Confidence/Authority  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",,YES,NO,MINIMAL,,2025-11-13T16:27:20.597529,387c077b648eca0c
ASSERTIVE,A,Confidence/Authority,LOW,"**Category**: Confidence/Authority  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",,YES,NO,MINIMAL,,2025-11-13T16:27:20.597529,387c077b648eca0c
ASSURED,A,Confidence/Certainty,LOW,"**Category**: Confidence/Certainty  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",,YES,NO,MINIMAL,,2025-11-13T16:27:20.597529,a84634c0df28034f
ASSURED,A,Confidence/Certainty,LOW,"**Category**: Confidence/Certainty  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",,YES,NO,MINIMAL,,2025-11-13T16:27:20.597529,a84634c0df28034f
ASTONISHED,A,Surprise/Wonder,HIGH,"**Category**: Surprise/Wonder  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T16:27:20.597529,29a90c1879643912
ASTONISHED,A,Surprise/Wonder,HIGH,"**Category**: Surprise/Wonder  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T16:27:20.597529,29a90c1879643912
ASTONISHMENT,A,Surprise/Wonder,HIGH,"**Category**: Surprise/Wonder  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T16:27:20.597529,5940fe213b6a0a44
ASTONISHMENT,A,Surprise/Wonder,HIGH,"**Category**: Surprise/Wonder  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T16:27:20.597529,5940fe213b6a0a44
ASTOUNDED,A,Surprise/Wonder,HIGH,"**Category**: Surprise/Wonder  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T16:27:20.597529,4cdcb43c84676568
ASTOUNDED,A,Surprise/Wonder,HIGH,"**Category**: Surprise/Wonder  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T16:27:20.597529,4cdcb43c84676568
ASTUTE,A,Intelligence/Perceptiveness,LOW,"**Category**: Intelligence/Perceptiveness  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",,YES,NO,MINIMAL,,2025-11-13T16:27:20.597529,c6367289d15909e0
ASTUTE,A,Intelligence/Perceptiveness,LOW,"**Category**: Intelligence/Perceptiveness  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",,YES,NO,MINIMAL,,2025-11-13T16:27:20.597529,c6367289d15909e0
AT EASE,A,Peace/Comfort,MEDIUM,"**Category**: Peace/Comfort  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: YES  
**Cultural Bridge Integration**: RECOMMENDED",,YES,YES,RECOMMENDED,,2025-11-13T16:27:20.597529,4cb77d30fdc643b9
AT EASE,A,Peace/Comfort,MEDIUM,"**Category**: Peace/Comfort  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: YES  
**Cultural Bridge Integration**: RECOMMENDED",,YES,YES,RECOMMENDED,,2025-11-13T16:27:20.597529,4cb77d30fdc643b9
ATHLETIC,A,Physical/Vigor,LOW,"**Category**: Physical/Vigor  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",,YES,NO,MINIMAL,,2025-11-13T16:27:20.597529,a19ed05a053711a9
ATHLETIC,A,Physical/Vigor,LOW,"**Category**: Physical/Vigor  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",,YES,NO,MINIMAL,,2025-11-13T16:27:20.597529,a19ed05a053711a9
ATTACHMENT,A,Connection/Bonding,MEDIUM,"**Category**: Connection/Bonding  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T16:27:20.597529,2daed25cdd1b32ad
ATTACHMENT,A,Connection/Bonding,MEDIUM,"**Category**: Connection/Bonding  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T16:27:20.597529,2daed25cdd1b32ad
ATTRACTED,A,Interest/Desire,MEDIUM,"**Category**: Interest/Desire  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T16:27:20.597529,a828b34a4e11d10b
ATTRACTED,A,Interest/Desire,MEDIUM,"**Category**: Interest/Desire  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T16:27:20.597529,a828b34a4e11d10b
ATTRACTION,A,Interest/Desire,MEDIUM,"**Category**: Interest/Desire  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T16:27:20.597529,a802e7e9a2774ed2
ATTRACTION,A,Interest/Desire,MEDIUM,"**Category**: Interest/Desire  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T16:27:20.597529,a802e7e9a2774ed2
ATTRACTIVE,A,Appeal/Magnetism,LOW,"**Category**: Appeal/Magnetism  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",,YES,NO,MINIMAL,,2025-11-13T16:27:20.597529,1859f3d88cd029e4
ATTRACTIVE,A,Appeal/Magnetism,LOW,"**Category**: Appeal/Magnetism  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",,YES,NO,MINIMAL,,2025-11-13T16:27:20.597529,1859f3d88cd029e4
AUTHENTIC,A,Genuineness/Truth,LOW,"**Category**: Genuineness/Truth  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",,YES,NO,MINIMAL,,2025-11-13T16:27:20.597529,78898bee850ec137
AUTHENTIC,A,Genuineness/Truth,LOW,"**Category**: Genuineness/Truth  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",,YES,NO,MINIMAL,,2025-11-13T16:27:20.597529,78898bee850ec137
AUTHORITATIVE,A,Authority/Command,MEDIUM,"**Category**: Authority/Command  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T16:27:20.597529,092cf6d5221c08ba
AUTHORITATIVE,A,Authority/Command,MEDIUM,"**Category**: Authority/Command  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T16:27:20.597529,092cf6d5221c08ba
AWE,A,Wonder/Reverence,MEDIUM,"**Category**: Wonder/Reverence  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T16:27:20.597529,b3f0b0b419a736bd
AWE,A,Wonder/Reverence,MEDIUM,"**Category**: Wonder/Reverence  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T16:27:20.597529,b3f0b0b419a736bd
AWED,A,Amazed/Reverent,HIGH,"**Category**: Amazed/Reverent  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T16:27:20.597529,4f14e293e6442a71
AWED,A,Amazed/Reverent,HIGH,"**Category**: Amazed/Reverent  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T16:27:20.597529,4f14e293e6442a71
AWESOME,A,Awe/Wonder,HIGH,"**Category**: Awe/Wonder  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: YES  
**Cultural Bridge Integration**: REQUIRED",,YES,YES,REQUIRED,,2025-11-13T16:27:20.597529,63c532afaac8d92a
AWESOME,A,Awe/Wonder,HIGH,"**Category**: Awe/Wonder  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: YES  
**Cultural Bridge Integration**: REQUIRED",,YES,YES,REQUIRED,,2025-11-13T16:27:20.597529,63c532afaac8d92a
AWESTRUCK,A,Wonder-filled/Amazed,HIGH,"**Category**: Wonder-filled/Amazed  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T16:27:20.597529,3d098916aae946fd
AWESTRUCK,A,Wonder-filled/Amazed,HIGH,"**Category**: Wonder-filled/Amazed  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T16:27:20.597529,3d098916aae946fd
AWFUL,A,Terrible/Dreadful,MEDIUM,"**Category**: Terrible/Dreadful  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T16:27:20.597529,acf37fdb95a552b4
